Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0006192	GO:0003881; GO:0008654; GO:0016020 (32)	GO:0008654; GO:0016020; GO:0016780 (1)								
OG0006193	None									
OG0006194	None									
OG0006195	GO:0003723; GO:0010468 (34)									
OG0006196	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (34)									
OG0006197	GO:0000413; GO:0003755; GO:0061077 (30)	GO:0000413; GO:0003755; GO:0016020; GO:0061077 (4)								
OG0006198	None									
OG0006199	GO:0003885; GO:0005777; GO:0005789; GO:0016491; GO:0019853; GO:0050105; GO:0071949 (19)	GO:0003885; GO:0005777; GO:0005789; GO:0019853; GO:0050105; GO:0071949 (10)	GO:0005777; GO:0016899; GO:0071949 (5)							
OG0006200	None									
OG0006201	None									
OG0006202	GO:0003874; GO:0006729; GO:0046872 (31)	GO:0006729; GO:0016829; GO:0046872 (2)	GO:0003924; GO:0005525; GO:0006729; GO:0016829; GO:0046872 (1)							
OG0006203	None									
OG0006204	GO:0006888; GO:0016020; GO:0030134; GO:0097020 (18)	GO:0005737; GO:0006888; GO:0016020; GO:0097020 (15)	GO:0005737; GO:0006888; GO:0016020; GO:0016757; GO:0097020 (1)							
OG0006205	GO:0004715; GO:0005102; GO:0005524; GO:0006468; GO:0007169; GO:0030154; GO:0031234; GO:0045087; GO:0050254 (34)									
OG0006206	None									
OG0006207	GO:0004252; GO:0006508 (27)	GO:0004252; GO:0006508; GO:0016020 (7)								
OG0006208	None									
OG0006209	GO:0000139; GO:0005769; GO:0005794; GO:0005886; GO:0022890; GO:0031901; GO:0072546 (20)	GO:0000139; GO:0031901; GO:0051234; GO:0072546 (14)								
OG0006210	GO:0016226; GO:0051536 (34)									
OG0006211	GO:0016020 (34)									
OG0006212	None									
OG0006213	GO:0003700; GO:0005634; GO:0008270; GO:0043565 (1)									
OG0006214	GO:0004672; GO:0005524; GO:0006468 (34)									
OG0006215	GO:0005337; GO:0016020 (34)									
OG0006216	GO:0032981 (34)									
OG0006217	None									
OG0006218	None									
OG0006219	None									
OG0006220	GO:0006633; GO:0009922; GO:0016020; GO:0102756 (34)									
OG0006221	GO:0004497; GO:0005506; GO:0016705; GO:0020037 (6)	GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037 (1)								
OG0006222	GO:0016491 (1)	GO:0006633 (1)								
OG0006223	None									
OG0006224	None									
OG0006225	None									
OG0006226	None									
OG0006227	None									
OG0006228	None									
OG0006229	GO:0000398; GO:0005681; GO:0030628; GO:0046872; GO:0089701 (33)									
OG0006230	GO:0004362; GO:0005739; GO:0005829; GO:0006749; GO:0034599; GO:0045454; GO:0050660; GO:0050661 (27)	GO:0004362; GO:0005737; GO:0006749; GO:0045454; GO:0050660; GO:0050661 (6)								
OG0006231	GO:0016020; GO:0022857 (33)									
OG0006232	None									
OG0006233	GO:0031083 (33)									
OG0006234	GO:0004853; GO:0006782 (29)	GO:0004853; GO:0006779 (2)	GO:0004853; GO:0006783 (2)							
OG0006235	GO:0005789; GO:0044183; GO:0045048 (33)									
OG0006236	None									
OG0006237	None									
OG0006238	None									
OG0006239	GO:0008080 (33)									
OG0006240	GO:0016020 (33)									
OG0006241	GO:0030991; GO:0031514 (33)									
OG0006242	None									
OG0006243	None									
OG0006244	None									
OG0006245	None									
OG0006246	GO:0000122; GO:0000978; GO:0001227; GO:0005634; GO:0046872 (25)	GO:0003676; GO:0003700; GO:0005634; GO:0045892; GO:0046872 (8)								
OG0006247	GO:0008270 (33)									
OG0006248	None									
OG0006249	GO:0005783; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0016020; GO:0030134 (29)	GO:0016020 (4)								
OG0006250	GO:0003735; GO:0005763; GO:0006412 (19)	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904 (14)								
OG0006251	None									
OG0006252	GO:0003723 (33)									
OG0006253	GO:0005769; GO:0006886; GO:0030659; GO:0035091 (27)	GO:0006886; GO:0035091 (6)								
OG0006254	GO:0004843; GO:0006302; GO:0008237; GO:0031593; GO:0046872; GO:0070531; GO:0070537; GO:0070552 (27)	GO:0004843; GO:0006281; GO:0008237; GO:0046872; GO:0070531; GO:0070536; GO:0070552 (6)								
OG0006255	GO:0000049; GO:0003824; GO:0006400 (32)									
OG0006256	GO:0004674; GO:0004709; GO:0005524; GO:0005737; GO:0006468; GO:0008270 (33)									
OG0006257	None									
OG0006258	None									
OG0006259	GO:0002953; GO:0046872 (33)									
OG0006260	GO:0003904; GO:0048471 (21)	GO:0048471 (6)	GO:0006139; GO:0006950; GO:0048471; GO:0051716; GO:0097159; GO:1901363 (3)	GO:0006139; GO:0006950; GO:0016829; GO:0048471; GO:0051716; GO:0097159; GO:1901363 (3)						
OG0006261	GO:0004722; GO:0005739; GO:0017018; GO:0035970; GO:0046872 (23)	GO:0004722; GO:0006470; GO:0046872 (10)								
OG0006262	None									
OG0006263	GO:0001671; GO:0044571; GO:0051087; GO:0051259 (33)									
OG0006264	GO:0016020 (33)									
OG0006265	None									
OG0006266	None									
OG0006267	GO:0015031; GO:0016020; GO:0016192 (33)									
OG0006268	None									
OG0006269	GO:0005737; GO:0016020; GO:0019005; GO:0035556; GO:0043161 (23)	GO:0005737; GO:0035556 (10)								
OG0006270	GO:0005829; GO:0006620 (33)									
OG0006271	GO:0070897 (33)									
OG0006272	None									
OG0006273	None									
OG0006274	None									
OG0006275	GO:0006457; GO:0016020 (25)	GO:0005509; GO:0006457; GO:0016020 (8)								
OG0006276	GO:0003729; GO:0005730; GO:0006417 (33)									
OG0006277	GO:0005576; GO:0016301; GO:0016310 (33)									
OG0006278	GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660 (33)									
OG0006279	GO:0004719; GO:0005737; GO:0032259; GO:0036211 (24)	GO:0004719; GO:0036211 (5)	GO:0004719; GO:0032259; GO:0036211 (4)							
OG0006280	GO:0032434 (33)									
OG0006281	GO:0005783; GO:0005789; GO:0005794 (19)	GO:0005789 (14)								
OG0006282	GO:0006555; GO:0035999; GO:0106313 (19)	GO:0004489; GO:0006555; GO:0035999 (8)	GO:0004489; GO:0006555 (6)							
OG0006283	None									
OG0006284	None									
OG0006285	GO:0051537; GO:0140647 (32)	GO:0005524; GO:0009055; GO:0051537; GO:0140647; GO:0140662 (1)								
OG0006286	GO:0005764; GO:0006631; GO:0017040; GO:0017064; GO:0102121 (24)	GO:0005764; GO:0006631; GO:0017064 (9)								
OG0006287	GO:0000209; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630 (33)									
OG0006288	GO:0001919; GO:0005764; GO:0005765; GO:0007040; GO:0016197; GO:0031902; GO:0032008; GO:0042632; GO:0043410; GO:0045121; GO:0071230; GO:0071986 (31)	GO:0001919; GO:0005765; GO:0007040; GO:0016197; GO:0031902; GO:0032008; GO:0042632; GO:0043410; GO:0045121; GO:0071230; GO:0071986 (2)								
OG0006289	None									
OG0006290	GO:0000139; GO:0006890; GO:0015031; GO:0030126 (33)									
OG0006291	GO:0003747 (33)									
OG0006292	GO:0005576; GO:0005886; GO:0006887; GO:0032440; GO:0044218; GO:0044231; GO:0090729 (23)	GO:0000502; GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (7)	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (3)							
OG0006293	GO:0005814; GO:0007005; GO:0007268; GO:0045202; GO:0060271; GO:0097539 (33)									
OG0006294	GO:0003723; GO:0005739; GO:0006400; GO:0009982; GO:1990481 (19)	GO:0001522; GO:0003723; GO:0008033; GO:0009982 (8)	GO:0001522; GO:0003723; GO:0009982 (6)							
OG0006295	GO:0000776; GO:0000781; GO:0005815; GO:0006260 (32)									
OG0006296	None									
OG0006297	GO:0005524; GO:0005739; GO:0006450; GO:0016740; GO:0030956; GO:0032543; GO:0050567; GO:0070681 (17)	GO:0005524; GO:0005739; GO:0006450; GO:0030956; GO:0032543; GO:0050567; GO:0070681 (16)								
OG0006298	None									
OG0006299	None									
OG0006300	None									
OG0006301	GO:0005576; GO:0008061 (26)	GO:0005576; GO:0005975; GO:0008061; GO:0016020 (7)								
OG0006302	None									
OG0006303	None									
OG0006304	None									
OG0006305	None									
OG0006306	None									
OG0006307	GO:0016301; GO:0016310 (33)									
OG0006308	None									
OG0006309	None									
OG0006310	None									
OG0006311	None									
OG0006312	None									
OG0006313	None									
OG0006314	GO:0005634; GO:0005737; GO:0008171; GO:0008173; GO:0030422; GO:0034587 (18)	GO:0008171; GO:0008173 (15)								
OG0006315	None									
OG0006316	None									
OG0006317	GO:0016787 (33)									
OG0006318	None									
OG0006319	GO:0006508; GO:0008234 (33)									
OG0006320	GO:0030672; GO:0031594 (33)									
OG0006321	None									
OG0006322	GO:0004027; GO:0005737; GO:0008146; GO:0051923 (33)									
OG0006323	None									
OG0006324	None									
OG0006325	None									
OG0006326	GO:0005576; GO:0006629; GO:0008081; GO:0046872; GO:0047396 (23)	GO:0005576; GO:0006629; GO:0008081; GO:0016829; GO:0046872 (10)								
OG0006327	GO:0010008; GO:0015031; GO:0032511 (33)									
OG0006328	GO:0000287; GO:0005829; GO:0008897; GO:0019878 (21)	GO:0000287; GO:0008897 (10)	GO:0000287; GO:0003712; GO:0006355; GO:0008897; GO:0016592 (2)							
OG0006329	None									
OG0006330	GO:0003677; GO:0003678; GO:0005524; GO:0016818 (23)	GO:0003676; GO:0003678; GO:0005524; GO:0006139; GO:0016818 (6)	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006281; GO:0016818 (4)							
OG0006331	None									
OG0006332	None									
OG0006333	None									
OG0006334	GO:0016491; GO:0019706 (20)	GO:0016020; GO:0019706 (9)	GO:0016020; GO:0016409 (4)							
OG0006335	None									
OG0006336	None									
OG0006337	None									
OG0006338	GO:0003677; GO:0005634; GO:0016740 (27)	GO:0003677; GO:0005634 (6)								
OG0006339	GO:0000776; GO:0007089; GO:0031396; GO:0034501 (33)									
OG0006340	None									
OG0006341	None									
OG0006342	None									
OG0006343	None									
OG0006344	GO:0005778; GO:0008270; GO:0016558; GO:0016740; GO:0060255 (33)									
OG0006345	None									
OG0006346	None									
OG0006347	GO:0071203 (33)									
OG0006348	None									
OG0006349	GO:0003700; GO:0005634; GO:0030154; GO:0046872 (32)									
OG0006350	GO:0004198; GO:0006508 (33)									
OG0006351	GO:0015643; GO:0016020 (33)									
OG0006352	None									
OG0006353	GO:0004970; GO:0005886; GO:0008066; GO:0035235; GO:0035249; GO:0050804; GO:0098839; GO:1904315 (19)	GO:0004970; GO:0005886 (11)	GO:0004970; GO:0045211 (3)							
OG0006354	GO:0003676; GO:0004386; GO:0005524 (31)									
OG0006355	None									
OG0006356	None									
OG0006357	None									
OG0006358	None									
OG0006359	None									
OG0006360	None									
OG0006361	GO:0004222; GO:0005789; GO:0071586 (33)									
OG0006362	GO:0002028; GO:0005886 (33)									
OG0006363	GO:0005634 (33)									
OG0006364	None									
OG0006365	GO:0005737; GO:0006606; GO:0016973; GO:0044613 (26)	GO:0005634; GO:0005737; GO:0006606; GO:0051028 (7)								
OG0006366	GO:0004109; GO:0006782 (22)	GO:0004109; GO:0005737; GO:0005758; GO:0006782 (7)	GO:0004109; GO:0006783 (4)							
OG0006367	None									
OG0006368	None									
OG0006369	GO:0006508; GO:0008234; GO:0019784 (33)									
OG0006370	None									
OG0006371	None									
OG0006372	GO:0065008 (6)	GO:0016829; GO:0046872; GO:0065008 (1)								
OG0006373	None									
OG0006374	None									
OG0006375	None									
OG0006376	None									
OG0006377	None									
OG0006378	None									
OG0006379	None									
OG0006380	GO:0005615; GO:0016020; GO:0042543 (32)									
OG0006381	GO:0005524; GO:0016740 (32)									
OG0006382	GO:0000421; GO:0005634; GO:0005657; GO:0005789; GO:0061709; GO:0106300 (28)	GO:0016020 (4)								
OG0006383	None									
OG0006384	None									
OG0006385	None									
OG0006386	GO:0005886; GO:0015252 (32)									
OG0006387	GO:0000811; GO:0006260 (32)									
OG0006388	GO:0005778; GO:0016559 (32)									
OG0006389	None									
OG0006390	None									
OG0006391	None									
OG0006392	GO:0016592 (26)	GO:0005634 (6)								
OG0006393	GO:0004623; GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (31)	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (1)								
OG0006394	GO:0005737; GO:0005856; GO:0042995; GO:0046872 (32)									
OG0006395	None									
OG0006396	GO:0001510; GO:0008168 (32)									
OG0006397	None									
OG0006398	GO:0005778; GO:0008270; GO:0016558; GO:0016740; GO:0060255 (26)	GO:0005778; GO:0008270; GO:0016558; GO:0016740 (6)								
OG0006399	GO:0003677; GO:0005524; GO:0005634; GO:0005694; GO:0006281; GO:0017108; GO:0017116; GO:0033567; GO:0046872; GO:0051539 (32)									
OG0006400	None									
OG0006401	None									
OG0006402	GO:0004055; GO:0005524; GO:0006526 (30)	GO:0000050; GO:0004055; GO:0005524; GO:0006526 (2)								
OG0006403	GO:0002098; GO:0033588 (32)									
OG0006404	None									
OG0006405	GO:0005789; GO:0017187; GO:0042373; GO:0047057; GO:0048038 (26)	GO:0005789; GO:0042373; GO:0047057; GO:0048038 (6)								
OG0006406	GO:0005761 (32)									
OG0006407	None									
OG0006408	None									
OG0006409	None									
OG0006410	GO:0019899; GO:0031966; GO:0033119; GO:0034620; GO:0060702; GO:2001234 (24)	GO:0016020 (8)								
OG0006411	GO:0000045; GO:0005737 (32)									
OG0006412	GO:0006364 (32)									
OG0006413	None									
OG0006414	GO:0000978; GO:0000981; GO:0005634; GO:0006357 (32)									
OG0006415	None									
OG0006416	None									
OG0006417	GO:0005747; GO:0016491; GO:0022900; GO:0032981 (18)	GO:0005743; GO:0022900; GO:0070469 (14)								
OG0006418	GO:0004252; GO:0005044; GO:0006508; GO:0016020 (23)	GO:0004252; GO:0005886; GO:0006508 (9)								
OG0006419	GO:0005635; GO:0006508; GO:0008234; GO:0016020 (32)									
OG0006420	None									
OG0006421	None									
OG0006422	None									
OG0006423	None									
OG0006424	None									
OG0006425	None									
OG0006426	GO:0005737; GO:0005815; GO:0005868; GO:0005874; GO:0005929; GO:0035721; GO:0035735 (32)									
OG0006427	GO:0000109; GO:0000209; GO:0004402; GO:0006283; GO:0031464; GO:0043161 (32)									
OG0006428	GO:0005886; GO:0030431; GO:0032222; GO:0048511; GO:0098552; GO:1903818 (32)									
OG0006429	None									
OG0006430	GO:0016020 (32)									
OG0006431	GO:0000149; GO:0006886; GO:0007040; GO:0008021; GO:0008333; GO:0016079; GO:0031083; GO:0032418; GO:0099078; GO:2000300 (32)									
OG0006432	None									
OG0006433	None									
OG0006434	None									
OG0006435	None									
OG0006436	None									
OG0006437	None									
OG0006438	None									
OG0006439	None									
OG0006440	None									
OG0006441	GO:0003746; GO:0005739; GO:0006392 (32)									
OG0006442	None									
OG0006443	GO:0003824 (30)	GO:0002100; GO:0008251; GO:0052717 (1)	GO:0002100; GO:0008251; GO:0008270 (1)							
OG0006444	GO:0008033; GO:0008168; GO:0032259 (30)	GO:0005509; GO:0008033; GO:0008168; GO:0032259 (1)								
OG0006445	None									
OG0006446	None									
OG0006447	GO:0005576; GO:0005783; GO:0005886 (32)									
OG0006448	GO:0005794; GO:0006024; GO:0016020; GO:0016311; GO:0016791; GO:0050650 (32)									
OG0006449	None									
OG0006450	None									
OG0006451	None									
OG0006452	GO:0005789; GO:0006506; GO:0051377 (32)									
OG0006453	None									
OG0006454	None									
OG0006455	GO:0016020 (32)									
OG0006456	GO:0016020; GO:0016787 (28)	GO:0016787 (2)								
OG0006457	GO:0000723; GO:0000724; GO:0005730; GO:0006289; GO:0030896; GO:0031573; GO:0033314; GO:0035861; GO:0044778 (32)									
OG0006458	None									
OG0006459	None									
OG0006460	GO:0000307; GO:0007049; GO:0007346; GO:0016301; GO:0016310; GO:0019005; GO:0019901; GO:0042393; GO:0043130; GO:0051301; GO:0061575 (16)	GO:0007049; GO:0016301; GO:0016310; GO:0016538; GO:0051301 (15)	GO:0007049; GO:0016538; GO:0051301 (1)							
OG0006461	GO:0000122; GO:0003682; GO:0008270; GO:0016491; GO:0045944; GO:0050660; GO:0140682 (32)									
OG0006462	None									
OG0006463	None									
OG0006464	None									
OG0006465	GO:0004930; GO:0016020 (18)	GO:0001973; GO:0004715; GO:0004930; GO:0007189; GO:0016020 (14)								
OG0006466	None									
OG0006467	GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0005737; GO:0005813; GO:0005874; GO:0007020; GO:0031122; GO:0043015; GO:0051225; GO:0051321 (32)									
OG0006468	GO:0016020 (32)									
OG0006469	None									
OG0006470	GO:0036064; GO:0060271 (28)									
OG0006471	None									
OG0006472	GO:0005576; GO:0005634; GO:0005737; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729; GO:2000812 (25)	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (7)								
OG0006473	None									
OG0006474	GO:0000045; GO:0005634; GO:0005776; GO:0005829; GO:0016605; GO:0045893 (32)									
OG0006475	GO:0005769; GO:0005770; GO:0005776; GO:0005794; GO:0008021; GO:0012505; GO:0016020 (24)	GO:0005769; GO:0005770; GO:0005776; GO:0005794; GO:0008021; GO:0016020 (8)								
OG0006476	None									
OG0006477	None									
OG0006478	GO:0008168; GO:0043414; GO:0090304 (32)									
OG0006479	None									
OG0006480	GO:0000281; GO:0005737; GO:0016020; GO:0030496 (21)	GO:0016020 (11)								
OG0006481	GO:0000724; GO:0004842; GO:0005634; GO:0030915; GO:0046872 (23)	GO:0005634; GO:0006281; GO:0006310; GO:0016740; GO:0030915; GO:0046872 (8)	GO:0003810; GO:0005634; GO:0006281; GO:0006310; GO:0018149; GO:0030915; GO:0046872 (1)							
OG0006482	None									
OG0006483	GO:0005886; GO:0008299; GO:0050518 (32)									
OG0006484	None									
OG0006485	None									
OG0006486	GO:0016020 (31)									
OG0006487	GO:0004722; GO:0005506; GO:0005509; GO:0005634; GO:0005829; GO:0016491; GO:0017018; GO:0030145; GO:0050906 (25)	GO:0005506; GO:0005509; GO:0017018; GO:0030145; GO:0050906 (7)								
OG0006488	GO:0003676 (32)									
OG0006489	None									
OG0006490	None									
OG0006491	GO:0005789; GO:0015031 (18)	GO:0005484; GO:0005783; GO:0005789; GO:0006890; GO:0015031; GO:0031201 (14)								
OG0006492	GO:0003777; GO:0005524; GO:0007018; GO:0008017 (32)									
OG0006493	GO:0003700; GO:0003723; GO:0005634; GO:0008270 (31)									
OG0006494	GO:0005743; GO:0006850; GO:0050833 (24)	GO:0005743; GO:0006850 (8)								
OG0006495	GO:0000030; GO:0016020; GO:0018406 (32)									
OG0006496	GO:0006633; GO:0016020; GO:0016717; GO:0046872 (16)	GO:0006633; GO:0016020; GO:0016717 (16)								
OG0006497	GO:0016020 (32)									
OG0006498	GO:0000276; GO:0015078; GO:0015986 (17)	GO:0000276; GO:0015078; GO:0015986; GO:0016787 (15)								
OG0006499	GO:0005975; GO:0006486; GO:0016020; GO:0016757; GO:0046872 (19)	GO:0005794; GO:0005975; GO:0006486; GO:0016020; GO:0030166; GO:0046525; GO:0070085 (12)	GO:0005975; GO:0006486; GO:0016020; GO:0016757 (1)							
OG0006500	None									
OG0006501	None									
OG0006502	GO:0003924; GO:0005525 (32)									
OG0006503	None									
OG0006504	GO:0005777; GO:0016491; GO:0071949 (5)	GO:0005777; GO:0050660 (1)	GO:0005777; GO:0016020; GO:0016491; GO:0071949 (1)	GO:0005777; GO:0050105; GO:0071949 (1)	GO:0005777; GO:0071949 (1)	GO:0005777; GO:0050105; GO:0050660 (1)				
OG0006505	None									
OG0006506	None									
OG0006507	None									
OG0006508	None									
OG0006509	None									
OG0006510	None									
OG0006511	None									
OG0006512	None									
OG0006513	None									
OG0006514	None									
OG0006515	GO:0016787 (31)									
OG0006516	None									
OG0006517	None									
OG0006518	GO:0016020 (31)									
OG0006519	None									
OG0006520	GO:0005829; GO:0008360; GO:0016477; GO:0030866; GO:0051015 (16)	GO:0003779; GO:0007010; GO:0022604 (14)	GO:0003779; GO:0022604; GO:0030036; GO:0031267 (1)							
OG0006521	GO:0004622; GO:0005576; GO:0005789; GO:0008081; GO:0016829; GO:0046475; GO:0046872 (22)	GO:0005576; GO:0006629; GO:0008081; GO:0016020; GO:0016829; GO:0046872 (9)								
OG0006522	None									
OG0006523	None									
OG0006524	None									
OG0006525	None									
OG0006526	GO:0005509; GO:0005737; GO:0005886; GO:0016055; GO:0030178 (24)	GO:0005737; GO:0005886; GO:0016055; GO:0030178 (4)	GO:0005509 (3)							
OG0006527	GO:0000139; GO:2000640 (31)									
OG0006528	None									
OG0006529	None									
OG0006530	None									
OG0006531	None									
OG0006532	None									
OG0006533	GO:0016020 (31)									
OG0006534	None									
OG0006535	None									
OG0006536	None									
OG0006537	GO:0004061; GO:0005737; GO:0019441 (31)									
OG0006538	None									
OG0006539	None									
OG0006540	None									
OG0006541	None									
OG0006542	GO:0030433; GO:0030968; GO:0030970; GO:0036502; GO:0036513 (30)	GO:0005789; GO:0006886 (1)								
OG0006543	None									
OG0006544	GO:0003713; GO:0004402; GO:0005634; GO:0006355 (30)									
OG0006545	GO:0005783; GO:0006506; GO:0016020; GO:0016787 (31)									
OG0006546	GO:0000139; GO:0006493; GO:0016020; GO:0016758 (22)	GO:0000139; GO:0006486; GO:0016758 (9)								
OG0006547	GO:0006801; GO:0046872 (31)									
OG0006548	None									
OG0006549	None									
OG0006550	None									
OG0006551	None									
OG0006552	None									
OG0006553	None									
OG0006554	None									
OG0006555	GO:0005654; GO:0005829; GO:0016301; GO:0016310; GO:0030838; GO:0051017; GO:0051764; GO:2000251 (31)									
OG0006556	GO:0005829; GO:0031313; GO:0031901; GO:0031902; GO:0035014; GO:0043551; GO:0045022 (31)									
OG0006557	GO:0005634 (31)									
OG0006558	GO:0003735; GO:0005840; GO:0006412 (31)									
OG0006559	None									
OG0006560	None									
OG0006561	None									
OG0006562	None									
OG0006563	None									
OG0006564	GO:0005747; GO:0016491; GO:0032981 (31)									
OG0006565	None									
OG0006566	None									
OG0006567	None									
OG0006568	GO:0005783; GO:0016020 (31)									
OG0006569	GO:0005634; GO:0005737; GO:0006888; GO:0030008; GO:0048471 (26)	GO:0006888; GO:0048471 (5)								
OG0006570	None									
OG0006571	GO:0006506; GO:0016020; GO:0016787 (31)									
OG0006572	None									
OG0006573	None									
OG0006574	None									
OG0006575	GO:0009966; GO:0016020 (31)									
OG0006576	None									
OG0006577	None									
OG0006578	None									
OG0006579	None									
OG0006580	None									
OG0006581	None									
OG0006582	GO:0016020 (31)									
OG0006583	None									
OG0006584	GO:0003925; GO:0005525; GO:0005770; GO:0016020 (29)	GO:0003924; GO:0005525 (2)								
OG0006585	None									
OG0006586	None									
OG0006587	GO:0003677; GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482 (31)									
OG0006588	None									
OG0006589	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (22)	GO:0005576; GO:0005634; GO:0005886; GO:0006887; GO:0032088; GO:0032440; GO:0044218; GO:0044231; GO:0051059; GO:0090729 (6)								
OG0006590	GO:0005737; GO:0009235; GO:0032451; GO:0033787; GO:0071949 (22)	GO:0005737; GO:0016491 (9)								
OG0006591	GO:0016020 (30)									
OG0006592	GO:0004140; GO:0005524; GO:0015937; GO:0016310 (20)	GO:0004140; GO:0005524; GO:0015937; GO:0016020 (6)	GO:0004140; GO:0005524; GO:0015937; GO:0016020; GO:0016310 (4)	GO:0004140; GO:0004190; GO:0005524; GO:0005886; GO:0015937 (1)						
OG0006593	GO:0003697; GO:0005524; GO:0005634; GO:0032508; GO:0042555 (30)	GO:0003677; GO:0004386; GO:0005524; GO:0006260; GO:0032508 (1)								
OG0006594	GO:0003723; GO:0008173; GO:0016020; GO:0031167 (25)	GO:0003723; GO:0005739; GO:0008173; GO:0031167 (6)								
OG0006595	None									
OG0006596	None									
OG0006597	None									
OG0006598	None									
OG0006599	GO:0004335; GO:0005524; GO:0005737; GO:0006012 (31)									
OG0006600	GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0016887; GO:0030163 (31)									
OG0006601	None									
OG0006602	None									
OG0006603	None									
OG0006604	GO:0005319; GO:0005524; GO:0006869; GO:0016020; GO:0016787; GO:0042626; GO:0043231; GO:0140359 (31)									
OG0006605	None									
OG0006606	GO:0004842; GO:0016567 (31)									
OG0006607	GO:0005576; GO:0005886; GO:0006887; GO:0007165; GO:0009605; GO:0032440; GO:0044218; GO:0044231; GO:0090729 (20)	GO:0005576; GO:0005886; GO:0006887; GO:0007165; GO:0009605; GO:0044218; GO:0044231; GO:0090729 (11)								
OG0006608	GO:0003735; GO:0005762 (31)									
OG0006609	None									
OG0006610	None									
OG0006611	GO:0005730; GO:0019843 (31)									
OG0006612	None									
OG0006613	GO:0016020; GO:0070059 (31)									
OG0006614	GO:0004970; GO:0005886; GO:0008066; GO:0035249; GO:0050804; GO:0098839; GO:1904315 (20)	GO:0004970; GO:0005886 (6)	GO:0015276; GO:0016020; GO:0038023 (5)							
OG0006615	None									
OG0006616	None									
OG0006617	None									
OG0006618	None									
OG0006619	None									
OG0006620	None									
OG0006621	GO:0005634 (31)									
OG0006622	None									
OG0006623	None									
OG0006624	None									
OG0006625	None									
OG0006626	GO:0060828 (31)									
OG0006627	None									
OG0006628	GO:0003682; GO:0005634; GO:0006260; GO:0007095; GO:0010212; GO:0030174; GO:0033314 (31)									
OG0006629	None									
OG0006630	None									
OG0006631	None									
OG0006632	None									
OG0006633	None									
OG0006634	None									
OG0006635	None									
OG0006636	None									
OG0006637	GO:0004867; GO:0005615; GO:0010466 (4)									
OG0006638	GO:0016020 (1)									
OG0006639	None									
OG0006640	None									
OG0006641	None									
OG0006642	None									
OG0006643	None									
OG0006644	None									
OG0006645	GO:0005783; GO:0006506; GO:0016020; GO:0017176 (21)	GO:0006506; GO:0016020; GO:0017176 (8)								
OG0006646	GO:0007165 (30)									
OG0006647	GO:0003676; GO:0003899; GO:0005666; GO:0005730; GO:0006386; GO:0008270 (21)	GO:0000428; GO:0003676; GO:0003899; GO:0005730; GO:0006351; GO:0008270 (9)								
OG0006648	GO:0004715; GO:0004930; GO:0007186; GO:0016020 (30)									
OG0006649	None									
OG0006650	None									
OG0006651	GO:0005634; GO:0005737; GO:0009408; GO:0042026; GO:0051082 (30)									
OG0006652	None									
OG0006653	GO:0005750; GO:0006122; GO:0016491 (16)	GO:0005750; GO:0006122 (14)								
OG0006654	GO:0030133; GO:0031083 (30)									
OG0006655	None									
OG0006656	GO:0008168; GO:0032259 (30)									
OG0006657	None									
OG0006658	GO:0005743; GO:0042773; GO:0070469 (30)									
OG0006659	GO:0005886; GO:0015031 (30)									
OG0006660	None									
OG0006661	None									
OG0006662	None									
OG0006663	GO:0016020 (30)									
OG0006664	GO:0005634 (25)	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0016301; GO:0016310 (5)								
OG0006665	None									
OG0006666	GO:0001868; GO:0010185; GO:0016020; GO:0042806 (30)									
OG0006667	GO:0000775; GO:0000785; GO:0006260; GO:0031390; GO:0034088 (30)									
OG0006668	None									
OG0006669	GO:0000166; GO:0005666; GO:0006384 (30)									
OG0006670	None									
OG0006671	None									
OG0006672	None									
OG0006673	None									
OG0006674	None									
OG0006675	GO:0005737; GO:0006417 (30)									
OG0006676	None									
OG0006677	None									
OG0006678	None									
