Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0000093	GO:0005524; GO:0016301; GO:0016310 (167)	GO:0016310; GO:0016772 (142)	GO:0005524; GO:0016020; GO:0016301; GO:0016310 (25)	GO:0005524; GO:0006633; GO:0009922; GO:0016020; GO:0016301; GO:0016310 (12)	GO:0004252; GO:0005524; GO:0006508; GO:0016301; GO:0016310 (9)	GO:0006633; GO:0009922; GO:0016020; GO:0016310; GO:0016772 (1)				
OG0000094	GO:0002009; GO:0004715; GO:0005524; GO:0006468; GO:0009887; GO:0048468; GO:0065008 (93)	GO:0002009; GO:0004715; GO:0005524; GO:0005576; GO:0005886; GO:0006468; GO:0006887; GO:0044218; GO:0044231; GO:0065008; GO:0090729 (55)	GO:0004383; GO:0004965; GO:0005524; GO:0016020 (45)	GO:0002009; GO:0004672; GO:0005102; GO:0005524; GO:0007169; GO:0009887; GO:0016310; GO:0030154; GO:0031234; GO:0045087; GO:0048468; GO:0065008 (42)	GO:0002009; GO:0004715; GO:0005524; GO:0005886; GO:0006468; GO:0009887; GO:0035556; GO:0046872; GO:0048468; GO:0065008 (20)	GO:0002009; GO:0004713; GO:0004715; GO:0005524; GO:0006468; GO:0007154; GO:0009887; GO:0023052; GO:0048468; GO:0065008 (19)	GO:0002009; GO:0004715; GO:0005524; GO:0006468; GO:0009887; GO:0035556; GO:0046872; GO:0048468; GO:0065008 (17)	GO:0002009; GO:0004713; GO:0005524; GO:0006468; GO:0009887; GO:0048468; GO:0065008 (16)	GO:0002009; GO:0004715; GO:0005524; GO:0006468; GO:0007154; GO:0009887; GO:0023052; GO:0048468; GO:0065008 (14)	GO:0004715; GO:0005524; GO:0006468 (13)
OG0000095	GO:0042302 (353)									
OG0000096	GO:0003700; GO:0005634; GO:0007423; GO:0045944; GO:0046983; GO:0048663; GO:0061564; GO:0070888 (250)	GO:0046983 (75)	GO:0000981; GO:0005634; GO:0007423; GO:0045944; GO:0046983; GO:0061564; GO:0070888 (28)							
OG0000097	GO:0006486; GO:0008417; GO:0032580; GO:0036065 (135)	GO:0006486; GO:0017060; GO:0032580; GO:0036065; GO:0046920 (102)	GO:0006486; GO:0032580; GO:0036065; GO:0046920 (61)	GO:0006486; GO:0018392; GO:0032580; GO:0036065; GO:0046920 (45)	GO:0006486; GO:0008417; GO:0032580 (8)					
OG0000098	None									
OG0000099	GO:0005886; GO:0005921; GO:0006811 (179)	GO:0005243; GO:0005886; GO:0005921; GO:0006811; GO:0007602 (116)	GO:0005243; GO:0005886; GO:0005921; GO:0006811 (47)	GO:0005886; GO:0005921 (1)						
OG0000100	GO:0004169; GO:0005783; GO:0016020 (239)	GO:0000030; GO:0004169; GO:0005789; GO:0035269 (28)	GO:0000030; GO:0005783; GO:0016020; GO:0030968; GO:0035269 (26)	GO:0005783; GO:0006486; GO:0016020; GO:0016740 (17)	GO:0005783; GO:0016020; GO:0016740 (16)	GO:0005783; GO:0009740; GO:0016020; GO:0016740 (6)	GO:0004169; GO:0005783; GO:0005886 (6)	GO:0005789; GO:0006486; GO:0016740; GO:0042373; GO:0047057; GO:0048038 (3)	GO:0000030; GO:0005783; GO:0006493; GO:0016020 (1)	GO:0016020 (1)
OG0000101	GO:0016020 (190)	GO:0005576; GO:0016298 (152)								
OG0000102	GO:0006508; GO:0008234 (321)	GO:0004197; GO:0005615; GO:0006955; GO:0008656; GO:0010952; GO:0051603; GO:2001235 (18)	GO:0006508; GO:0008234; GO:0016020 (3)							
OG0000103	GO:0016620 (225)	GO:0006730; GO:0009058; GO:0009258; GO:0016155; GO:0016620; GO:0016742 (88)	GO:0016491 (13)	GO:0005737; GO:0006730; GO:0009058; GO:0009258; GO:0016155; GO:0016620; GO:0016742 (9)						
OG0000104	GO:0003676; GO:0015074 (335)									
OG0000105	GO:0003676; GO:0004190; GO:0006508; GO:0008270 (279)	GO:0003676; GO:0008270 (55)								
OG0000106	GO:0004386; GO:0005524; GO:0016787 (72)	GO:0003676; GO:0004386; GO:0005524; GO:0016787 (68)	GO:0003723; GO:0003724; GO:0004386; GO:0005524; GO:0016787; GO:0071013 (46)	GO:0003676; GO:0003724; GO:0005524; GO:0008380; GO:0016787 (45)	GO:0000390; GO:0003723; GO:0003724; GO:0004654; GO:0005524; GO:0016787; GO:0071013 (37)	GO:0000398; GO:0003676; GO:0003724; GO:0005524; GO:0005634; GO:0016787 (20)	GO:0003676; GO:0003724; GO:0005524; GO:0016787 (19)	GO:0003723; GO:0003724; GO:0004386; GO:0005524; GO:0017111 (14)	GO:0003724; GO:0005524; GO:0008380; GO:0016787 (6)	GO:0004386 (2)
OG0000107	GO:0005777; GO:0035336; GO:0080019; GO:0102965 (130)	GO:0080019; GO:0102965; GO:1901568 (79)	GO:0080019; GO:1901568 (66)	GO:0016020; GO:0080019; GO:1901568 (18)	GO:0016020; GO:0080019; GO:0102965; GO:1901568 (18)	GO:0005777; GO:0016020; GO:0035336; GO:0080019; GO:0102965 (17)	GO:0003723; GO:0005681; GO:0006397; GO:0080019; GO:0102965; GO:1901568 (2)			
OG0000108	GO:0003006; GO:0003924; GO:0005525; GO:0007264; GO:0022412; GO:0035006; GO:0035099 (149)	GO:0003006; GO:0003924; GO:0004767; GO:0005525; GO:0005886; GO:0007015; GO:0007165; GO:0007264; GO:0019901; GO:0022412; GO:0035006; GO:0035099 (68)	GO:0003006; GO:0003925; GO:0005525; GO:0005737; GO:0005886; GO:0007163; GO:0007264; GO:0009653; GO:0022412; GO:0035006; GO:0035099; GO:0043227; GO:0051130 (46)	GO:0003006; GO:0003924; GO:0004767; GO:0005525; GO:0005829; GO:0005886; GO:0007015; GO:0007165; GO:0007264; GO:0016477; GO:0019901; GO:0022412; GO:0035006; GO:0035099 (26)	GO:0003006; GO:0003924; GO:0004767; GO:0005525; GO:0005886; GO:0007015; GO:0007165; GO:0007264; GO:0022412; GO:0035006; GO:0035099 (16)	GO:0003006; GO:0003924; GO:0003925; GO:0005525; GO:0005737; GO:0005886; GO:0006897; GO:0007015; GO:0007163; GO:0009653; GO:0019901; GO:0022412; GO:0032488; GO:0035006; GO:0035099; GO:0043227; GO:0051130 (15)	GO:0003924; GO:0005525; GO:0007264 (5)	GO:0003006; GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0007163; GO:0007264; GO:0009653; GO:0022412; GO:0035006; GO:0035099; GO:0043227; GO:0051130 (2)	GO:0003006; GO:0003924; GO:0005525; GO:0007264; GO:0016020; GO:0022412; GO:0035006; GO:0035099 (1)	GO:0003006; GO:0003924; GO:0004767; GO:0005525; GO:0005856; GO:0005886; GO:0007015; GO:0007163; GO:0007165; GO:0007264; GO:0008045; GO:0008360; GO:0019901; GO:0022412; GO:0030865; GO:0031410; GO:0032956; GO:0035006; GO:0035099; GO:0042995; GO:0043652; GO:0060326 (1)
OG0000109	None									
OG0000110	GO:0003779; GO:0016567 (285)	GO:0003779 (42)								
OG0000111	None									
OG0000112	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0009653; GO:0030154; GO:0032440 (128)	GO:0003677; GO:0005634 (114)	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0032440; GO:0045165 (47)	GO:0003677; GO:0005634; GO:0006355 (29)	GO:0000981; GO:0003677; GO:0005634 (6)					
OG0000113	GO:0004806; GO:0005615; GO:0016042; GO:0016298 (133)	GO:0005576; GO:0006629; GO:0016298; GO:0046872; GO:0052689 (50)	GO:0004806; GO:0005576; GO:0006629; GO:0016020 (45)	GO:0004806; GO:0005615; GO:0016042; GO:0016298; GO:0046872 (40)	GO:0005576; GO:0016298 (29)	GO:0005576; GO:0006629; GO:0016298 (23)	GO:0004806; GO:0005576; GO:0006629; GO:0046872 (2)	GO:0004435; GO:0005576; GO:0006629; GO:0035556 (1)		
OG0000114	GO:0003677; GO:0005634; GO:0005667; GO:0006351; GO:0006357 (281)	GO:0003677; GO:0005634; GO:0006351; GO:0006355 (40)	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0016020 (1)							
OG0000115	GO:0000978; GO:0000981; GO:0006357 (320)									
OG0000116	GO:0006633; GO:0016020; GO:0016717; GO:0046872 (136)	GO:0004768; GO:0005506; GO:0005789; GO:0006636 (104)	GO:0006633; GO:0016020; GO:0016717 (57)	GO:0004768; GO:0006636; GO:0016020; GO:0046872 (6)	GO:0006633; GO:0016020; GO:0016301; GO:0016310; GO:0016717; GO:0046872 (5)	GO:0006633; GO:0016020; GO:0016717; GO:0022857; GO:0046872 (5)	GO:0016020; GO:0016717; GO:0046872 (4)	GO:0005524; GO:0005975; GO:0006633; GO:0016020; GO:0016717; GO:0016773 (1)	GO:0016020; GO:0016717 (1)	
OG0000117	GO:0016020 (294)	GO:0005044; GO:0005737; GO:0016020 (14)	GO:0004252; GO:0006508; GO:0016020 (9)							
OG0000118	GO:0005524; GO:0016887; GO:0043190; GO:0140359 (100)	GO:0043190; GO:0140359 (75)	GO:0005886; GO:0043190; GO:0140359 (45)	GO:0005524; GO:0016020 (40)	GO:0005524 (29)	GO:0005524; GO:0016020; GO:0016887 (11)	GO:0005524; GO:0043190; GO:0140359 (9)	GO:0005524; GO:0016887 (6)		
OG0000119	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:1990904 (165)	GO:0003676; GO:0003724; GO:0005524; GO:0016787; GO:0043229 (59)	GO:0003723; GO:0003724; GO:0005524; GO:0016787; GO:0043229 (53)	GO:0003676; GO:0004386; GO:0005524; GO:0016787; GO:0043229 (10)	GO:0003723; GO:0004386; GO:0005524; GO:0010468; GO:0016787 (10)	GO:0003676; GO:0004386; GO:0005524; GO:0016020; GO:0016787; GO:0043229 (5)	GO:0003676; GO:0003724; GO:0005524; GO:0016787 (3)	GO:0003723; GO:0003724; GO:0005524; GO:0010468; GO:0016020; GO:0016787 (2)	GO:0003676; GO:0003724; GO:0005524 (1)	GO:0003723; GO:0003724; GO:0005524; GO:0010468; GO:0016787; GO:0043229 (1)
OG0000120	None									
OG0000121	GO:0016020; GO:0022857 (310)									
OG0000122	GO:0004930; GO:0007166; GO:0016020 (300)	GO:0004930; GO:0005886; GO:0005921; GO:0006811; GO:0007166 (6)	GO:0004930; GO:0007166; GO:0016020; GO:0048856 (2)	GO:0016020 (1)						
OG0000123	None									
OG0000124	GO:0004497; GO:0004499; GO:0005789; GO:0006629; GO:0016174; GO:0047822; GO:0050660; GO:0050661 (124)	GO:0004499; GO:0005789; GO:0006629; GO:0050660; GO:0050661 (50)	GO:0004499; GO:0050660; GO:0050661 (42)	GO:0004499; GO:0016020; GO:0050660; GO:0050661 (26)	GO:0004499; GO:0005789; GO:0006629; GO:0047822; GO:0050660; GO:0050661; GO:0106294 (25)	GO:0004499; GO:0005789; GO:0047822; GO:0050660; GO:0050661 (22)	GO:0004499; GO:0005789; GO:0050660; GO:0050661 (6)	GO:0004499; GO:0005789; GO:0006629; GO:0016174; GO:0047822; GO:0050660; GO:0050661 (5)	GO:0004497; GO:0004499; GO:0050660; GO:0050661 (4)	GO:0004499; GO:0016020; GO:0034899; GO:0047822; GO:0050660; GO:0050661 (3)
OG0000125	GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016787 (252)	GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016887 (56)								
OG0000126	GO:0005737; GO:0006629; GO:0031965; GO:0035307; GO:0071595 (180)	GO:0006631; GO:0016491; GO:0031956 (126)								
OG0000127	GO:0001676; GO:0005783; GO:0005811; GO:0005886; GO:0030182; GO:0035336; GO:0090433 (182)	GO:0016020; GO:0016874 (112)	GO:0016874 (12)							
OG0000128	GO:0003743; GO:0061980 (259)	GO:0008270; GO:0061980 (31)	GO:0061980 (15)							
OG0000129	GO:0003723; GO:0003968; GO:0030422; GO:0031380 (243)	GO:0003723; GO:0003968; GO:0031047 (58)	GO:0000981; GO:0003677; GO:0003723; GO:0003968; GO:0005634; GO:0031047 (1)							
OG0000130	GO:0004177; GO:0006508; GO:0008237; GO:0008270 (127)	GO:0004177; GO:0006508; GO:0008237; GO:0008270; GO:0016020 (55)	GO:0004463; GO:0005737; GO:0006508; GO:0008270; GO:0042277; GO:0043171; GO:0070006 (37)	GO:0005737; GO:0006508; GO:0008270; GO:0016020; GO:0042277; GO:0043171; GO:0070006 (34)	GO:0005737; GO:0006508; GO:0008270; GO:0042277; GO:0043171; GO:0070006 (27)	GO:0006508; GO:0008237; GO:0008270 (17)	GO:0006508; GO:0008237; GO:0008270; GO:0016020 (3)			
OG0000131	GO:0009190; GO:0009975; GO:0016020; GO:0016849; GO:0035556 (75)	GO:0004016; GO:0005524; GO:0009190; GO:0016020; GO:0035556; GO:0046872 (74)	GO:0004016; GO:0005886; GO:0006171; GO:0035556 (32)	GO:0004016; GO:0005524; GO:0005886; GO:0006171; GO:0035556; GO:0046872 (27)	GO:0005524; GO:0006171; GO:0009975; GO:0016020; GO:0016849; GO:0035556; GO:0046872 (26)	GO:0009190; GO:0009975; GO:0016849; GO:0035556 (25)	GO:0004016; GO:0005524; GO:0006171; GO:0016020; GO:0035556; GO:0046872 (20)	GO:0004016; GO:0005524; GO:0005886; GO:0006171; GO:0007189; GO:0007193; GO:0035556; GO:0046872 (19)	GO:0009190; GO:0016020; GO:0016829; GO:0035556 (1)	
OG0000132	GO:0016020; GO:0022857 (153)	GO:0016020 (138)	GO:0005737; GO:0005885; GO:0016020; GO:0022857; GO:0030833; GO:0034314 (6)							
OG0000133	None									
OG0000134	None									
OG0000135	GO:0005975 (99)	GO:0005576; GO:0005975; GO:0008061; GO:0016810 (81)	GO:0005576; GO:0005975; GO:0008061 (52)	GO:0005975; GO:0016810 (28)	GO:0005576; GO:0005975; GO:0008061; GO:0016020; GO:0016810 (21)	GO:0005576; GO:0005975; GO:0008061; GO:0016020 (8)	GO:0005975; GO:0016020; GO:0016810 (5)			
OG0000136	GO:0000502; GO:0005524; GO:0005737; GO:0016887; GO:0030163; GO:0036402 (148)	GO:0000502; GO:0005524; GO:0005737; GO:0006508; GO:0008233; GO:0016887; GO:0030163; GO:0036402 (133)	GO:0000502; GO:0005524; GO:0005737; GO:0006508; GO:0008233; GO:0016887; GO:0030163; GO:0036402; GO:0051321 (5)	GO:0000502; GO:0005524; GO:0005737; GO:0016887; GO:0030163; GO:0036402; GO:0051321 (3)	GO:0005524; GO:0016887 (2)	GO:0000502; GO:0005524; GO:0005737; GO:0016020; GO:0016887; GO:0030163; GO:0036402 (1)	GO:0005524; GO:0006508; GO:0008233; GO:0016887 (1)	GO:0005524; GO:0005737; GO:0008540; GO:0016887; GO:0036402; GO:0043161 (1)		
OG0000137	GO:0005272; GO:0016020 (262)	GO:0016020 (28)								
OG0000138	GO:0015137; GO:0015141; GO:0015746; GO:0016020 (161)	GO:0016020; GO:1901702 (125)								
OG0000139	GO:0004222; GO:0004252; GO:0016020 (256)	GO:0016020; GO:0046872 (17)	GO:0016020 (9)	GO:0004252; GO:0005886 (4)						
OG0000140	GO:0004930; GO:0005886 (233)	GO:0001640; GO:0007216; GO:0051966; GO:0098839; GO:0099530; GO:0099583 (44)	GO:0004930; GO:0016020 (5)							
OG0000141	GO:0016020 (282)									
OG0000142	GO:0016787 (272)	GO:0016740 (9)								
OG0000143	None									
OG0000144	GO:0004565; GO:0005764; GO:0005975 (134)	GO:0004565; GO:0005764; GO:0005773; GO:0005975 (68)	GO:0004565; GO:0005773; GO:0005975 (48)	GO:0004553; GO:0005975 (19)	GO:0004553; GO:0005764; GO:0005975 (5)	GO:0004565; GO:0005975 (3)	GO:0004553; GO:0005764; GO:0005975; GO:0016020 (2)			
OG0000145	GO:0004222; GO:0006508; GO:0008270 (267)	GO:0004222; GO:0006508 (5)	GO:0004222; GO:0006508; GO:0008270; GO:0016020 (2)	GO:0004222; GO:0004252; GO:0006508; GO:0008270 (1)						
OG0000146	GO:0032589; GO:0050808 (242)	GO:0016020 (30)								
OG0000147	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0045893 (147)	GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006357; GO:0045893 (77)	GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006357; GO:0007507; GO:0045893 (44)	GO:0003677; GO:0003700; GO:0005634; GO:0006357; GO:0045893 (3)	GO:0003677; GO:0003700; GO:0005634; GO:0045893 (2)					
OG0000148	GO:0005886; GO:0016020; GO:0022857; GO:0032440; GO:0051119; GO:0055085 (105)	GO:0005886; GO:0016020; GO:0022857; GO:0051119; GO:0055085 (93)	GO:0005886; GO:0051119 (24)	GO:0008643; GO:0016020; GO:0022857 (22)	GO:0016020; GO:0022857; GO:0032440; GO:0055085 (16)	GO:0016020; GO:0022857 (13)				
OG0000149	GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0046872; GO:0106411 (212)	GO:0000166; GO:0008252; GO:0009166; GO:0016020; GO:0046872 (22)	GO:0000166; GO:0009166; GO:0016791 (20)	GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0106411 (17)	GO:0000166; GO:0008252; GO:0009166; GO:0046872; GO:0110165 (1)					
OG0000150	GO:0005975; GO:0016020; GO:0030246; GO:0090599 (249)	GO:0004553; GO:0005975 (18)	GO:0005975; GO:0030246; GO:0090599 (6)							
OG0000151	GO:0016020 (272)	GO:0005886; GO:0005921; GO:0006811 (1)								
OG0000152	GO:0006635; GO:0016746 (152)	GO:0004102; GO:0005737; GO:0007274; GO:0008292; GO:0043005; GO:0045202 (44)	GO:0016020; GO:0016746 (28)	GO:0004095; GO:0005741; GO:0006635 (24)	GO:0004095; GO:0005739; GO:0005741; GO:0006631; GO:0006635; GO:0009437 (23)	GO:0005741; GO:0006635; GO:0016746 (1)				
OG0000153	None									
OG0000154	GO:0003677; GO:0005634; GO:0006355 (138)	GO:0000981; GO:0003677; GO:0005634; GO:0048856 (105)	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0048856 (17)	GO:0000978; GO:0000981; GO:0004000; GO:0005634; GO:0006357; GO:0046936; GO:0048856 (12)						
OG0000155	GO:0005576 (271)									
OG0000156	None									
OG0000157	None									
OG0000158	GO:0004930; GO:0007166; GO:0016020; GO:0030246 (134)	GO:0004930; GO:0007166; GO:0007189; GO:0016020 (84)	GO:0016020 (29)	GO:0004930; GO:0007166; GO:0016020 (13)	GO:0016020; GO:0030246 (3)	GO:0030246 (3)	GO:0004888; GO:0007166; GO:0016020; GO:0030246 (2)	GO:0004198; GO:0004930; GO:0006508; GO:0016020; GO:0030246 (1)		
OG0000159	GO:0005576; GO:0008061; GO:0016020 (217)	GO:0005576; GO:0008061 (49)								
OG0000160	GO:0004197; GO:0006508; GO:0019222; GO:0043067 (113)	GO:0005737; GO:0006508; GO:0019222; GO:0042981; GO:0097194; GO:0097200 (65)	GO:0004197; GO:0006508; GO:0019222; GO:0042981 (50)	GO:0005737; GO:0006508; GO:0019222; GO:0043067; GO:0097194; GO:0097200 (23)	GO:0004197; GO:0006508 (11)	GO:0004197; GO:0006508; GO:0009605; GO:0019222; GO:0043067 (2)	GO:0004197; GO:0005743; GO:0006508; GO:0019222; GO:0043067 (1)			
OG0000161	GO:0005634; GO:0005737; GO:0016787; GO:0046872 (256)	GO:0046872 (7)								
OG0000162	GO:0015020; GO:0016020 (17)	GO:0008194 (10)	GO:0008194; GO:0016020; GO:0016758 (2)	GO:0003697; GO:0004519; GO:0005634; GO:0006289; GO:0008194; GO:0046872 (2)	GO:0008194; GO:0016020 (2)	GO:0016740 (2)				
OG0000163	GO:0005576; GO:0008061 (262)									
OG0000164	GO:0005102; GO:0005576; GO:0016055; GO:0048699 (166)	GO:0005109; GO:0005125; GO:0005615; GO:0030182; GO:0045165; GO:0060070 (69)	GO:0005102; GO:0005576; GO:0016055 (13)	GO:0005102; GO:0005576; GO:0016020; GO:0016055; GO:0048699 (11)	GO:0005102; GO:0005576; GO:0016020; GO:0016055 (2)					
OG0000165	GO:0046872 (118)	GO:0000981; GO:0003677; GO:0005634; GO:0046872 (44)	GO:0003677; GO:0005634; GO:0046872 (38)	GO:0000981; GO:0003677; GO:0005634 (36)	GO:0003713; GO:0004674; GO:0005634; GO:0045944; GO:0046872; GO:0140297 (22)	GO:0000981; GO:0005634; GO:0016020; GO:0045944; GO:0046872; GO:0048665 (3)				
OG0000166	GO:0005576; GO:0008061 (217)	GO:0005576; GO:0008061; GO:0016020 (32)	GO:0008061 (11)							
OG0000167	GO:0016020 (260)									
OG0000168	None									
OG0000169	GO:0000287; GO:0004674; GO:0004698; GO:0005524; GO:0005654; GO:0005737; GO:0018105 (132)	GO:0004672; GO:0005524; GO:0006468 (77)	GO:0004674; GO:0004698; GO:0004708; GO:0005524; GO:0018105; GO:0035556 (50)							
OG0000170	GO:0003990; GO:0005615; GO:0005886; GO:0006581; GO:0019695 (223)	GO:0003990; GO:0042135 (34)	GO:0003990; GO:0016020; GO:0042135 (2)							
OG0000171	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231 (120)	GO:0000413; GO:0003755; GO:0006457 (64)	GO:0000413; GO:0003723; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231 (26)	GO:0000413; GO:0003755 (24)	GO:0000413; GO:0003723; GO:0003755; GO:0006457 (17)	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018 (3)	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0016020 (2)	GO:0000413; GO:0003755; GO:0006457; GO:0016020 (2)		
OG0000172	None									
OG0000173	None									
OG0000174	None									
OG0000175	GO:0005524; GO:0016020; GO:0016887; GO:0140359 (80)	GO:0005524; GO:0016020; GO:0016787; GO:0042626; GO:0055085; GO:0140359 (47)	GO:0005524; GO:0016020; GO:0016887; GO:0042626; GO:0055085; GO:0140359 (33)	GO:0005524; GO:0016020; GO:0140359 (30)	GO:0005524; GO:0016020; GO:0016887 (28)	GO:0005524; GO:0005743; GO:0015421; GO:0016887; GO:0090374 (26)	GO:0005524; GO:0016787 (8)			
OG0000176	GO:0030246 (76)	GO:0005576; GO:0030414 (67)	GO:0005576; GO:0030246 (57)	GO:0016020 (23)	GO:0005576 (15)	GO:0004252 (13)				
OG0000177	GO:0005576; GO:0016298 (248)	GO:0005576; GO:0006629; GO:0016298 (2)								
OG0000178	None									
OG0000179	GO:0006511; GO:0009966; GO:0016567; GO:0061630 (78)	GO:0004842; GO:0009966; GO:0016567 (55)	GO:0005737; GO:0016567; GO:0016874; GO:0030514; GO:0030579; GO:0043161; GO:0061630 (33)	GO:0005737; GO:0006511; GO:0009966; GO:0016567; GO:0016874; GO:0019871; GO:0048814; GO:0061630; GO:2000650 (32)	GO:0005737; GO:0009966; GO:0016567; GO:0016874; GO:0048814; GO:0061630; GO:2000650 (26)	GO:0006511; GO:0009966; GO:0061630 (12)	GO:0004842; GO:0009966 (6)	GO:0006511; GO:0009966; GO:0016567; GO:0016874; GO:0061630 (2)	GO:0006511; GO:0009966; GO:0016020; GO:0016567; GO:0061630 (1)	
OG0000180	GO:0004497; GO:0005506; GO:0016705; GO:0020037 (197)	GO:0004501; GO:0005506; GO:0005789; GO:0020037 (23)	GO:0004501; GO:0005506; GO:0020037 (19)	GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037 (5)						
OG0000181	None									
OG0000182	None									
OG0000183	GO:0003676; GO:0008168; GO:0032259 (231)	GO:0003676 (12)								
OG0000184	GO:0005634; GO:0005737; GO:0009408; GO:0042026; GO:0046872; GO:0051082 (203)	GO:0005634; GO:0005737; GO:0009408; GO:0042026; GO:0051082 (29)	GO:0046872 (11)							
OG0000185	None									
OG0000186	GO:0004222; GO:0005886; GO:0006509; GO:0007219; GO:0007229; GO:0046872 (112)	GO:0004222; GO:0006508; GO:0046872 (60)	GO:0004222; GO:0006508; GO:0016020; GO:0046872 (24)	GO:0004222; GO:0005886; GO:0006509; GO:0007219; GO:0046872 (22)	GO:0004222; GO:0006508; GO:0007229; GO:0016020; GO:0046872 (19)	GO:0004222; GO:0006508; GO:0007229; GO:0046872 (2)	GO:0004222; GO:0006508; GO:0007229 (1)			
OG0000187	GO:0002116; GO:0005886; GO:0007162; GO:0008045; GO:0008360; GO:0017154; GO:0030334; GO:0043087; GO:0050772; GO:0097374; GO:1902287 (79)	GO:0007399; GO:0016020; GO:0017154 (45)	GO:0005886; GO:0007399; GO:0017154 (45)	GO:0017154 (36)	GO:0002116; GO:0007162; GO:0008045; GO:0008360; GO:0016020; GO:0017154; GO:0030334; GO:0043087; GO:0050772; GO:0097374; GO:1902287 (21)	GO:0016020; GO:0017154 (13)	GO:0016020; GO:0017154; GO:0043087 (1)			
OG0000188	GO:0008260; GO:0016020; GO:0022857; GO:0055085 (163)	GO:0016020; GO:0022857 (77)								
OG0000189	GO:0003973; GO:0005777; GO:0010181 (193)	GO:0005777; GO:0010181; GO:0016491 (41)	GO:0005777; GO:0010181; GO:0016020; GO:0016491 (6)							
OG0000190	GO:0007157; GO:0007229; GO:0008305 (91)	GO:0007157; GO:0007229; GO:0016020 (79)	GO:0004621; GO:0005178; GO:0007157; GO:0007160; GO:0007229; GO:0008305; GO:0009897; GO:0033627; GO:0098609 (37)	GO:0004621; GO:0007157; GO:0007229; GO:0008305 (20)	GO:0007155; GO:0007229; GO:0008305 (6)	GO:0007157; GO:0007229; GO:0008305; GO:0022857 (5)	GO:0016020 (2)			
OG0000191	GO:0016020 (231)	GO:0000413; GO:0003755; GO:0006457 (8)								
OG0000192	GO:0016020 (238)									
OG0000193	GO:0004252; GO:0006508 (238)									
OG0000194	GO:0005506; GO:0020037; GO:0070330 (210)	GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037 (10)	GO:0005506; GO:0005789; GO:0020037; GO:0070330 (7)	GO:0005506; GO:0016020; GO:0020037; GO:0070330 (7)	GO:0004497; GO:0005506; GO:0016705; GO:0020037 (3)					
OG0000195	GO:0005634; GO:0005737; GO:0031398; GO:0043027; GO:0043066; GO:0051726; GO:0061630 (110)	GO:0043027; GO:0043066 (104)	GO:0005634; GO:0005737; GO:0031398; GO:0043027; GO:0043066; GO:0046872; GO:0051726; GO:0061630 (15)	GO:0046872 (7)						
OG0000196	GO:0004559; GO:0006013; GO:0030246; GO:0046872 (155)	GO:0004559; GO:0005764; GO:0006013; GO:0030246; GO:0046872 (70)	GO:0003824; GO:0005975; GO:0030246 (5)	GO:0004559; GO:0006013; GO:0016020; GO:0030246; GO:0046872 (4)	GO:0004559; GO:0006013; GO:0030246 (1)					
OG0000197	GO:0004181; GO:0006508; GO:0008270 (195)	GO:0004181; GO:0006508; GO:0008270; GO:0016020 (38)	GO:0004181; GO:0006508; GO:0008270; GO:0016020; GO:0022857 (1)							
OG0000198	GO:0004222; GO:0007411; GO:0016020; GO:0030215; GO:0030335; GO:0045499; GO:0048843; GO:0071526 (49)	GO:0030215 (44)	GO:0007399; GO:0016020; GO:0030215 (43)	GO:0005615; GO:0007411; GO:0016020; GO:0030215; GO:0030335; GO:0045499; GO:0048843; GO:0050919; GO:0071526 (35)	GO:0007399; GO:0016020; GO:0030154; GO:0030215 (26)	GO:0016020; GO:0030215 (19)	GO:0005615; GO:0007411; GO:0030215; GO:0030335; GO:0045499; GO:0048843; GO:0050919; GO:0071526 (18)			
OG0000199	GO:0005886; GO:0006751; GO:0036374; GO:0102953; GO:0103068 (184)	GO:0006751; GO:0036374 (30)	GO:0006751; GO:0016020; GO:0036374 (19)							
